fen,score_cp
"6n1/6k1/3B1p2/7P/4PK2/8/8/8 w - - 17 54",48
"6n1/6k1/5p2/7P/1B2PK2/8/8/8 w - - 21 56",57
"6n1/8/3Bkp2/7P/4P3/4K3/8/8 w - - 25 58",45
"6n1/8/5pk1/8/4P1KP/2B5/8/8 w - - 1 44",40
"6nr/3r2pp/1pkbp3/1Np3P1/8/2P1B3/PP3P2/2KR2R1 w - - 2 28",206
"6nr/6pp/1pk1p3/2p3P1/5B2/2P5/PP3P2/2Kr2R1 w - - 0 30",167
"6nr/6pp/1pkrp3/2p3P1/8/2P1B3/PP3P2/2KR2R1 w - - 0 29",212
"6nr/Nk1r2pp/1p1bp3/2p3P1/8/2P1B3/PP3P2/2KR2R1 w - - 0 27",207
"6q1/Q4n2/2pp2k1/2p1p3/2P1Pp2/1P3P2/PKP5/4B3 w - - 0 47",302
"6q1/Q4nk1/2pp2r1/2p1p3/2P1Pp2/1P3P2/PKP5/4B1R1 w - - 3 46",301
"6q1/Q4nk1/2pp3r/2p1p3/2P1Pp2/1P3P2/PKP5/4B2R w - - 1 45",337
"6q1/kr1b4/1p1p1p2/p1pPp3/P1P1PpP1/2PK1P2/2Q3B1/R7 b - - 41 87",48
"6q1/p2Q1nk1/2pp2r1/2p1p3/2P1Pp2/1P3P2/PKP5/4B2R w - - 7 44",267
"6r1/1p3k2/pn3p2/3p3r/3P1P2/1P4Q1/P7/1K1R4 w - - 1 38",226
"6r1/1pp1Qq1k/p1p5/7p/5r2/3P3P/PPP1RPK1/5R2 w - - 2 33",140
"6r1/1pp4p/p1n1k3/2p2p2/3P4/1P2KRP1/1PP1N2P/8 b - - 0 35",5
"6r1/1pp4p/p1n1k3/2p2p2/8/1P1PKRP1/1PP1N2P/8 w - - 1 35",45
"6r1/1pp4p/p1n1k3/5p2/3N4/1P2KRP1/1PP4P/8 b - - 0 36",6
"6r1/1pp4p/p3k3/5p2/3K4/1P3RP1/1PP4P/8 b - - 0 37",2
"6r1/1pp4p/p3k3/5p2/3n4/1P2KRP1/1PP4P/8 w - - 0 37",0
"6r1/1pp4p/p4k2/5p2/3K4/1P3RP1/1PP4P/8 w - - 1 38",8
"6r1/1pp4p/p4k2/5p2/8/1P2KRP1/1PP4P/8 b - - 2 38",3
"6r1/1pp4p/p7/5pk1/5R2/1P2K1P1/1PP4P/8 b - - 4 39",28
"6r1/1pp4p/p7/5pk1/8/1P2KRP1/1PP4P/8 w - - 3 39",20
"6r1/1ppk3p/p1n5/2p2p2/8/1P1PKR2/1PP1N1PP/8 w - - 4 34",67
"6r1/3B3p/1p2k3/2pR4/p1P1r2P/Pb3R1K/8/8 b - - 1 56",33
"6r1/3Rk2p/1p6/2p2B2/p1P4P/Pb3R1K/8/4r3 b - - 5 58",34
"6r1/3k4/2pP1BR1/p3Pp1p/r2K1N2/8/7P/8 w - - 0 39",379
"6r1/3k4/2pP1Bp1/p1K1Pp1p/P4N2/2r5/7P/6R1 w - - 8 37",247
"6r1/3k4/2pP1Bp1/p1K1Pp1p/P7/1r6/4N2P/6R1 w - - 6 36",509
"6r1/3k4/2pP1Bp1/p1K1Pp1p/Pr6/2N5/7P/6R1 w - - 4 35",349
"6r1/3k4/2pP1Bp1/p3Pp1p/P2K1N2/r7/7P/6R1 w - - 10 38",319
"6r1/4Q3/5p2/2p1pk2/5q1P/2P5/6R1/6K1 b - - 9 55",285
"6r1/4Q3/5pk1/2p1p3/5q1P/2P5/4R3/6K1 b - - 7 54",322
"6r1/4Q3/5pk1/2p1p3/7P/2P5/4R2K/2q5 b - - 5 53",371
"6r1/4k2p/1p6/2pR1B2/p1P1r2P/Pb3R1K/8/8 b - - 3 57",108
"6r1/4k2p/1p6/2pR1B2/p1P4P/Pb3R1K/8/4r3 w - - 4 58",226
"6r1/4n1r1/1p2k2p/pB1p1p2/P2Pp3/1N6/1PR4P/5R1K w - - 3 34",138
"6r1/4nkr1/1p5p/pB1p1p2/P2PpR2/1N6/1PR4P/7K w - - 1 33",101
"6r1/5k2/1N6/p1p1B3/P4K2/1b6/8/8 b - - 0 45",414
"6r1/5k2/1p6/p1p1B3/P1N2K2/1P6/2b5/8 b - - 8 44",369
"6r1/5k2/2R5/p5p1/3P1NP1/5P1p/P4Kb1/8 w - - 3 49",211
"6r1/5k2/2R5/p5p1/3P2P1/5P2/P4Kp1/8 w - - 0 50",276
"6r1/7k/2R1N3/p5p1/3P3p/5PP1/P2K4/5b2 w - - 0 45",66
"6r1/7k/2R1N3/p5p1/3P3p/5PP1/P5b1/4K3 w - - 2 46",130
"6r1/7k/2R1N3/p5p1/3P4/5PPp/P4Kb1/8 w - - 0 47",243
"6r1/7k/3RN3/p5pp/3P4/5PP1/P2K4/5b2 w - - 4 44",145
"6r1/7p/1p2k3/1BpR4/p1PrP2P/Pb3R1K/8/8 b - - 12 55",121
"6r1/8/1N1k4/B1p5/P4K2/1b6/8/8 b - - 0 47",307
"6r1/8/1N2k3/p1p5/P4K2/1bB5/8/8 b - - 2 46",321
"6r1/8/1Nk5/B1p5/P7/1b2K3/8/8 b - - 2 48",414
"6r1/8/1p2nk2/pPp2p2/P1Pp3P/3P1K2/4R3/2B5 w - - 3 34",43
"6r1/8/2R1N1k1/p5p1/3P2P1/5P1p/P4Kb1/8 w - - 1 48",149
"6r1/8/5k2/7K/7N/8/8/8 b - - 7 67",65
"6r1/8/k7/1R6/P6K/1P6/8/8 w - - 9 64",242
"6r1/8/p1p5/5k1p/2P5/2K1B3/P4P1P/8 b - - 3 38",350
"6r1/PR6/4pk2/4bp1p/8/5KP1/1p3B2/8 b - - 31 72",42
"6r1/p2k1p1p/2pr4/p4p2/2P1pK2/1P2P3/P4P1P/R2R4 w - - 2 26",75
"6r1/p2q1npk/2ppb2r/B1p1p2P/2N1Pp2/1P1P1P2/P1P1Q1R1/2K4R w - - 8 26",7
"6r1/p2q1npk/2ppb2r/B1p1p2P/2N1Pp2/1P1P1P2/P1P3R1/2K2Q1R b - - 9 26",256
"6r1/p2q1npk/2ppbr2/B1p1p1RP/2N1Pp2/1P1P1P2/P1P1Q3/2K4R w - - 6 25",19
"6r1/p2q1npk/2ppbr2/B1p1p2P/2N1Pp2/1P1P1P2/P1P1Q1R1/2K4R b - - 7 25",20
"6r1/p2q2pk/2ppbr1n/B1p1p2P/2N1Pp2/1P1P1P2/P1P1Q3/2K3RR w - - 4 24",72
"6r1/p2r1p1p/4p2k/1p6/7q/1P2PP2/PQ3PBP/4R2K b - - 7 25",302
"6r1/p2rqp1p/4p2k/1p6/8/1P2PP2/PQ3P1P/4RB1K b - - 5 24",310
"6r1/p4p1p/4p2k/1p1r4/7q/1P2PP2/PQ3PBP/6RK b - - 9 26",275
"6r1/p4p1p/4p2k/1p5r/7q/1P2PP1B/PQ3P1P/6RK b - - 11 27",261
"6rb/1q3k2/3Bp2p/P3Pp1r/2p5/4Q3/2P1RRP1/6K1 w - - 0 38",168
"6rb/1q3k2/3Bp2p/P3Pp1r/2p5/5Q2/2P1RRP1/6K1 b - - 1 38",191
"6rb/1q3k2/3Bp2p/P3PprP/2p5/4Q3/2P2RP1/4R1K1 w - - 1 37",186
"6rb/5k2/3Bp2p/P3Pp1r/2p5/5q2/2P1RRP1/6K1 w - - 0 39",169
"6rk/1b1p3p/2q1p1r1/p3Rp2/Pp1p1P1b/1B1P2P1/1PPB1R1P/3QK3 b - - 2 29",173
"6rk/1b1p3p/2q1p3/p2BRp2/Pp1p1P2/3P2b1/1PPB1R2/3QK3 b - - 1 31",124
"6rk/1b1p3p/2q1p3/p3Rp2/Pp1p1P1b/1B1P2P1/1PPB1R2/3QK3 b - - 0 30",251
"6rk/1b1p3p/2q1pbr1/p4p2/Pp1p1P2/1B1P2P1/1PPBRR1P/3QK3 b - - 0 28",262
"6rk/1b1p3p/2q5/p2pRp1Q/Pp1p1P2/3P2b1/1PPB1R2/4K3 b - - 1 32",196
"6rk/1b1p3p/2q5/p2pRp1Q/Pp1p1P2/3P4/1PPB1K2/8 b - - 0 33",148
"6rk/1b1p3p/8/p2pRp2/Pp1p1P2/3P4/1PqBQK2/8 b - - 1 34",145
"6rn/p3q1pk/2pp3r/2p1p2P/2P1Pp2/1PB2P2/P1P3R1/2K3QR w - - 3 30",155
"6rn/p4q1k/2pp2pr/2p1p1RP/2P1Pp2/1P3P2/PKP3Q1/4B1R1 w - - 0 38",178
"6rn/p4qpk/2pp3r/2p1p2P/2P1PpR1/1P3P2/PKP3Q1/4B1R1 w - - 17 37",108
"6rn/p5pk/2ppq2r/2p1p2P/2P1Pp2/1P3P2/P1P3R1/2K1B1QR w - - 5 31",137
"6rr/2knq3/bp1p1p2/p1pPp1pp/P1P1P3/1RPBB1PP/4QPK1/4R3 b - - 1 26",142
"6rr/2knqp2/bp1p3p/p1pPp1p1/P1P1P3/2PBB1PP/1R2QPK1/5R2 b - - 2 24",154
"6rr/2knqp2/bp1p4/p1pPp1pp/P1P1P3/2PBB1PP/1R2QPK1/4R3 b - - 1 25",105
"6rr/pbkn1p2/1pp1p1pp/4P2P/5BR1/2P5/P1P2PP1/2KR1B2 w - - 0 17",103
"6rr/pbkn1pp1/1pp1p2p/4P2P/5B2/2P3R1/P1P2PP1/2KR1B2 w - - 0 16",124
"6rr/pbkn1ppp/1pp1p3/4P3/5B1P/2P3R1/P1P2PP1/2KR1B2 w - - 4 15",138
"6rr/pbkn4/1pp1p1pp/4P3/5BR1/2P5/P1P2PP1/2KR1B2 w - - 0 18",92
"7N/5k2/5B1K/4P2p/6r1/6n1/8/8 b - - 9 56",169
"7Q/1p1r2p1/p1p2kB1/2P2P2/3qb3/1P5P/P5P1/4R2K w - - 5 41",435
"7Q/1p1rk1p1/p1p3B1/2P2P2/3qb3/1P5P/P5P1/6RK w - - 3 40",459
"7Q/2pq1r2/3pk3/1p2ppB1/8/1nPP4/1P4PP/5RK1 w - - 2 33",221
"7Q/2pqkr2/3p3B/1p2pp2/8/1nPP4/1P4PP/5RK1 w - - 0 32",218
"7Q/2pqkrB1/3pp3/1p3p2/8/1nPP4/1P4PP/5RK1 w - - 4 29",242
"7Q/2pqkrB1/3pp3/1p3p2/8/1nPP4/1P4PP/5RK1 w - - 8 31",134
"7Q/2q1r3/2p1p1k1/5pp1/2PP3p/R5PP/P5PK/8 w - - 0 44",109
"7Q/2q1r3/2p1p1k1/5pp1/2PP4/4R1pP/P5PK/8 w - - 0 45",105
"7Q/2q1r3/2p1p1k1/5ppp/2PP4/p4RPP/P5PK/8 w - - 0 43",141
"7Q/2q3r1/2p1p1k1/5pp1/2PP4/6RP/P5PK/8 w - - 1 46",100
"7Q/4kpp1/3p1b2/1q1PrB2/rp6/6PK/P2R1R1P/8 w - - 3 37",307
"7Q/8/6p1/6k1/2p2q1p/7P/6P1/7K b - - 3 68",209
"7Q/8/6p1/6k1/2p2q1p/7P/6P1/7K b - - 7 70",205
"7Q/8/6p1/6k1/2p4p/7P/6PK/2q5 b - - 5 69",200
"7Q/8/6p1/6k1/2p4p/7P/6PK/5q2 b - - 9 71",220
"7Q/r3kpp1/3p1b2/1q1PrB2/1p6/6PK/P1R2R1P/8 w - - 5 38",616
"7R/1Nb1kq2/1p2rp2/p2Q4/3p2p1/P5P1/1P2PPK1/8 w - - 6 50",529
"7R/1P2k3/4p3/p2pP1K1/6rp/4P3/6P1/3b1B2 w - - 6 49",422
"7R/1P2k3/4p3/p2pP3/7p/4PK2/r5P1/3b1B2 w - - 2 47",306
"7R/1P2k3/4p3/p2pP3/r4K1p/4P3/6P1/3b1B2 w - - 4 48",334
"7R/1P3k2/4p2K/p2pP3/6rp/4P3/6P1/3b1B2 w - - 8 50",100000
"7R/1k5P/3P3r/8/1K6/8/8/8 w - - 3 65",461
"7R/1k5P/3P4/K6r/8/8/8/8 w - - 1 64",449
"7R/1k5P/3P4/p7/8/1K5r/8/8 w - - 1 62",482
"7R/1k5P/3P4/p7/K6r/8/8/8 w - - 3 63",487
"7R/1k5P/8/p2P4/7r/1K6/8/8 w - - 1 61",400
"7R/1k6/3K4/pp1P3P/7r/8/2P5/8 w - - 2 55",265
"7R/1k6/7P/p2P4/2K5/8/2r5/8 w - - 3 59",382
"7R/1k6/7P/p2P4/8/1K6/7r/8 w - - 5 60",412
"7R/1k6/7P/pK1P4/8/8/1r6/8 w - - 1 58",387
"7R/1k6/8/pK1P3P/8/8/2r5/8 w - - 0 57",385
"7R/1k6/8/ppKP3P/2r5/8/2P5/8 w - - 4 56",406
"7R/3K1B2/8/8/kp1n4/r7/8/8 b - - 25 72",10
"7R/5bpk/P1Q1p2p/4Pp2/5P2/3r2PP/3q2BK/8 b - - 2 44",74
"7R/5k2/8/3rp3/2p4P/6P1/8/4K3 w - - 0 55",6
"7R/6k1/4K3/4P3/8/8/8/r7 w - - 9 57",4
"7R/8/8/4pr2/4k2B/8/6K1/8 b - - 2 62",11
"7R/8/8/4pr2/7B/4k3/6K1/8 w - - 3 63",6
"7R/8/8/5r2/8/4K1k1/6p1/8 w - - 2 68",394
"7R/8/8/5r2/8/4K2k/6p1/8 b - - 1 67",373
"7R/8/8/5r2/8/4K3/6pk/8 b - - 5 69",423
"7R/8/p7/8/4K1pk/1P1R4/5p2/1q6 b - - 1 63",372
"7R/P1k5/8/7P/8/3bB3/r7/4K3 w - - 1 72",402
"7R/P1k5/8/8/4b2P/4B3/r7/4K3 w - - 6 71",289
"7R/p4Br1/5p2/5Pkp/n5P1/P5K1/8/8 b - - 1 52",-100000
"7k/1p1b2bp/6p1/3R1rq1/8/2p3p1/P3Q1BP/3R2K1 b - - 2 32",297
"7k/1p1b2bp/6p1/3R1rq1/8/2p5/P3Q1Bp/3R3K b - - 1 33",149
"7k/1p1b2bp/6p1/3R2q1/5r2/2p3p1/P3Q1BP/2R3K1 b - - 0 31",440
"7k/1p1q4/1Qn1b1p1/p2Np2p/4P2P/6P1/PP4BK/8 w - - 10 35",55
"7k/1p1r1pp1/2n4p/p1Q1Pq2/P2r1P2/3p2B1/1P1R2PP/2R3K1 b - - 5 36",288
"7k/1p1r1pp1/2n4p/p1Q1Pq2/r1R2P2/3p2B1/1P1R2PP/6K1 b - - 1 37",301
"7k/1p1r1pp1/2n4p/p2rPq2/P2p1P2/1Q1R2B1/1P4PP/3R2K1 b - - 1 32",190
"7k/1p1r1pp1/7p/p1Q1Pq2/Pn1r1P2/3p2B1/1P1R2PP/3R2K1 b - - 3 35",176
"7k/1p1r1pp1/7p/p2rPq2/Pn1p1P2/1Q4B1/1P1R2PP/3R2K1 b - - 3 33",167
"7k/1p1r1pp1/7p/p2rPq2/PnQ2P2/3p2B1/1P1R2PP/3R2K1 b - - 1 34",171
"7k/1p1r1pp1/7p/p3Pq2/PnQr1P2/3p2B1/1P1R2PP/3R2K1 w - - 2 35",225
"7k/1p1r1pp1/pQn4p/3rPq2/P2p1P2/3R2B1/1P4PP/3R2K1 b - - 0 31",110
"7k/1p4bp/2B3p1/5q2/8/2p5/P3Q2p/3R3K b - - 0 35",33
"7k/1p4bp/2b3p1/3R1rq1/8/2p5/P3Q1Bp/3R3K w - - 2 34",564
"7k/1p4bp/2b3p1/5Rq1/8/2p5/P3Q1Bp/3R3K b - - 0 34",10
"7k/1p4bp/2b3p1/5q2/8/2p5/P3Q1Bp/3R3K w - - 0 35",433
"7k/1p4pp/1q6/1P3Q2/4B2P/3PP1P1/5P2/2r3K1 w - - 2 39",787
"7k/1p4q1/1Qn1b1p1/p2Np2p/4P2P/6P1/PP4B1/6K1 w - - 8 34",36
"7k/1q1n2b1/3p3p/1r3p2/1P6/3QBNP1/5PKP/2R5 w - - 0 31",328
"7k/1q1n2bp/3p4/1r3p2/1P6/4BNP1/2Q2PKP/2R5 w - - 1 30",329
"7k/1q1n2bp/3p4/r4p2/1P6/1Q2BNP1/2p2PKP/2R5 w - - 0 29",266
"7k/1r3pp1/3pq2b/1r1Np2P/p1p1P2Q/P1P2P2/1P4RP/K5R1 w - - 7 29",325
"7k/1r3pp1/3pq2b/2rNp2P/p1p1P2Q/P1P2P2/1P4RP/K2R4 w - - 5 28",257
"7k/1r3pp1/3pq2b/2rNp2P/p1p1P2Q/P1P2P2/1P4RP/K5R1 b - - 6 28",78
"7k/1r5P/8/6K1/5P1R/8/8/8 w - - 1 69",13
"7k/2n3b1/pr1p1r1p/2pP3Q/1q3p2/7P/R1B2PPB/2R3K1 w - - 2 31",65
"7k/2n3b1/pr1p1r1p/2pP4/1q3pQ1/7P/R1B2PPB/2R3K1 b - - 3 31",94
"7k/2p3p1/1b2Q2p/q1B1p2P/4P3/2P3P1/5PK1/8 w - - 15 57",220
"7k/2p3p1/1b5p/2q1p3/4P2P/2P3P1/3Q1PK1/B7 w - - 1 44",91
"7k/2p3p1/1b5p/4p3/2q1P2P/2P3P1/1B1Q1PK1/8 w - - 9 48",52
"7k/2p3p1/1b5p/4p3/2q1P2P/2Pr2P1/1BQ1RPK1/8 w - - 13 40",33
"7k/2p3p1/1b5p/4p3/2q1P2P/2Pr2P1/2Q1RPK1/B7 b - - 14 40",9
"7k/2p3p1/1b5p/4p3/4P2P/2P3P1/qB2QPK1/8 w - - 7 47",91
"7k/2p3p1/1b5p/4p3/q3P2P/2P3P1/4QPK1/B7 w - - 5 46",7
"7k/2p3p1/1bq4p/4p3/4P2P/2P3P1/Q4PK1/B7 w - - 3 45",97
"7k/2p3p1/7p/2b1p3/2q1P2P/2Pr2P1/1BQ1RPK1/8 b - - 12 39",7
"7k/2p3p1/7p/2b1p3/2q1P2P/2Pr2P1/2Q1RPK1/2B5 w - - 11 39",56
"7k/2p3p1/7p/4p3/2qbP2P/2P3P1/1BQ2PK1/8 w - - 11 49",99
"7k/2p3p1/7p/b1q1p3/4P2P/2P3P1/Q2r1PK1/B7 w - - 0 43",89
"7k/2p3p1/7p/b1q1p3/4P2P/2Pr2P1/Q3RPK1/B7 w - - 17 42",121
"7k/2p3p1/7p/b3p3/2q1P2P/2Pr2P1/2Q1RPK1/B7 w - - 15 41",57
"7k/2r3p1/p4b1p/2qBpQ2/4P3/2P3RP/1P3PP1/6K1 w - - 1 41",424
"7k/3B2bp/6p1/Q1P2p2/8/7P/5PP1/q5K1 w - - 0 39",19
"7k/3B2bp/6p1/r1P2p2/8/2Q4P/p4PP1/6K1 w - - 1 38",17
"7k/3B3p/1bP3p1/5p2/8/7P/5PP1/5K2 w - - 1 42",28
"7k/3B3p/6p1/2P2p2/3b4/7P/5PP1/5K2 w - - 2 41",23
"7k/3B3p/6p1/2P2p2/8/7P/5PP1/b5K1 w - - 0 40",23
"7k/3B3p/6pb/r1P2p2/8/2n4P/p4PP1/Q5K1 w - - 0 37",12
"7k/4Q3/1p5p/3pn2B/2p3P1/2P1q1P1/PPP3P1/7K w - - 5 37",315
"7k/5N2/6Q1/8/8/8/8/6K1 b - - 0 1",-100000
"7k/5Q2/4p2p/3p1pp1/3Pq3/4P1KP/5PP1/8 w - - 2 46",65
"7k/5Q2/4p2p/3p2p1/3Pqp2/4P2P/5PPK/8 w - - 0 47",37
"7k/5Q2/4p2p/3p4/3Pqp2/7P/5PPK/8 w - - 0 48",31
"7k/5Q2/6N1/8/8/8/8/6K1 b - - 0 1",-100000
"7k/5Qp1/4p2p/3p1p2/3Pq3/4P2P/5PPK/8 w - - 6 43",41
"7k/5bp1/P1Q1p2p/4Pp2/5P2/3r2PP/3q2BK/8 w - - 0 45",7
"7k/5p2/5N2/6KP/3B1P2/8/r7/8 w - - 5 74",310
"7k/5pR1/p3pB1p/Pp1r4/1P3P2/8/3nK3/8 w - - 12 48",123
"7k/5rp1/b1p2p1p/3pnP2/p7/P5Q1/1q4BP/4R1RK b - - 1 37",289
"7k/5rp1/b1p2p1p/3pnP2/p7/P5Q1/2q4P/4RBRK b - - 3 38",240
"7k/5rpp/b1p2p2/3pnP2/p7/P3R1Q1/1q4BP/6RK b - - 3 36",251
"7k/6p1/p2R4/2p5/8/2K2p2/PP2rP1P/8 w - - 2 38",69
"7k/6p1/p7/2p5/4r3/2K2p2/PP1R1P1P/8 w - - 4 39",108
"7k/6q1/p4r2/8/2N3R1/1P6/2P1r2P/Q6K w - - 0 34",334
"7k/7P/1r6/5PK1/7R/8/8/8 w - - 1 70",48
"7k/7P/1r6/5PKR/8/8/8/8 w - - 13 76",20
"7k/7P/1r6/5PKR/8/8/8/8 w - - 5 72",14
"7k/7P/1r6/5PKR/8/8/8/8 w - - 9 74",17
"7k/7P/r7/5P1R/5K2/8/8/8 w - - 11 75",20
"7k/7P/r7/5PK1/7R/8/8/8 w - - 7 73",53
"7k/7P/r7/5PK1/8/7R/8/8 w - - 15 77",31
"7k/7P/r7/5PK1/8/7R/8/8 w - - 3 71",41
"7k/P4bp1/2Q1p2p/4Pp2/5P2/r5PP/3q2BK/8 w - - 1 46",2
"7k/p4p2/7p/1p3N2/2p1r3/1P2N3/1PP2PPP/6K1 w - - 0 30",415
"7k/p4p2/7p/1pp2N2/4r1N1/1P6/1PP2PPP/6K1 w - - 0 29",297
"7k/p4p2/7p/4rN2/2p5/2P1N3/1P3PPP/6K1 w - - 1 32",342
"7k/p4p2/7p/5N2/2p1r3/4N3/1PP2PPP/6K1 w - - 0 31",341
"7k/p5p1/1r5p/7R/2B2pP1/1P2rP1P/P5K1/3R4 w - - 3 33",381
"7k/p5p1/4r2p/1P6/P2bN2P/5qP1/4R2K/4Q3 b - - 0 41",171
"7k/p7/4r2p/1P4p1/P2bN2P/5qP1/3QR2K/8 b - - 1 42",197
"7k/p7/7p/1P4P1/P2bq3/6P1/3Q3K/8 b - - 0 44",211
"7k/p7/7p/1P4p1/P2bR2P/5qP1/3Q3K/8 b - - 0 43",188
"7k/p7/8/1P4Pp/P2b2q1/6P1/7K/4Q3 b - - 3 46",220
"7k/p7/8/1P4Pp/P2bq3/6P1/7K/3Q4 b - - 1 45",170
"7k/pp4p1/2P5/8/3P2n1/4p3/PPB2qP1/R2K3R b - - 1 37",344
"7k/pp4p1/2P5/8/3P2n1/4p3/PPB2qP1/R2KR3 w - - 0 37",735
"7k/pp4p1/2P5/8/3Pp1n1/6q1/PPB1KBP1/R3R3 b - - 0 35",261
"7k/pp4p1/2P5/8/3Pp1n1/8/PPB2qP1/R2KR3 b - - 1 36",288
"7k/pp4pp/2P5/P1b5/8/1BP3P1/1P4KP/4r3 w - - 0 32",20
"7k/ppP3pp/8/P1b5/8/1BP3P1/1P4KP/4r3 b - - 0 32",254
"7n/p4q1k/2pp2r1/2p1p1Q1/2P1Pp2/1P3P2/PKP5/4B1R1 w - - 1 41",284
"7n/p4q1k/2pp2rr/2p1p1R1/2P1Pp2/1P3P2/PKP3Q1/4B1R1 w - - 0 39",212
"7n/p4q1k/2pp3r/2p1p1r1/2P1PpQ1/1P3P2/PKP5/4B1R1 w - - 0 40",259
"7n/p4qk1/2pp2r1/2p1p1Q1/2P1Pp2/1P3P2/PKP5/4B2R w - - 3 42",284
"7q/k2b4/1p1p1p2/p1pPp3/P1P1PpP1/2PK1P2/1Q4Br/1R6 b - - 17 75",115
"7q/k2b4/1p1p1p2/p1pPp3/P1P1PpP1/2PK1P2/5QBr/1R6 w - - 16 75",10
"7r/1Q4k1/3pqp2/2p1bp2/2P2B2/2P3P1/4RK1P/8 b - - 3 46",61
"7r/1Q6/3p1pk1/2p1Bp2/2q4P/2P3P1/4RK2/8 b - - 0 48",179
"7r/1Q6/3pqpk1/2p1bp2/2P2B1P/2P3P1/4RK2/8 b - - 0 47",180
"7r/1k3p2/1p2b3/1P2R2P/8/2N5/1KP5/8 w - - 1 38",183
"7r/1q3nk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2B1QR w - - 10 39",5
"7r/1q3nk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2B1QR w - - 6 37",0
"7r/1q3nk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2BQ1R b - - 11 39",25
"7r/1q3nk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2BQ1R b - - 7 37",53
"7r/2Bq2k1/3p2n1/1NpPp1n1/4Pp2/5P1p/PP6/1K3Q1R w - - 2 43",73
"7r/3q1nk1/3p2n1/2pPp1Pr/4PpR1/2N2P1p/PP6/1K2B1QR b - - 3 35",27
"7r/3q2k1/3B2n1/1NpPp1n1/4Pp2/5P2/PP5p/1K3Q1R w - - 0 44",2
"7r/4Q3/5pk1/2p1p3/2q2P1P/2P5/4RK2/8 b - - 0 50",209
"7r/4Q3/5pk1/2p1p3/5q1P/2P5/4R3/6K1 b - - 1 51",109
"7r/4Q3/5pk1/2p1p3/7P/2P5/4R1K1/2q5 b - - 3 52",275
"7r/4Q3/5pk1/2p1pp2/2q4P/2P3P1/4RK2/8 b - - 1 49",195
"7r/4bpk1/2p3p1/p2bp1P1/P3p1P1/1PP1B3/2B2P2/2K1R3 b - - 0 27",1
"7r/4bpk1/2p3p1/p2bp1P1/P3p1P1/2P1B3/1PB2P2/2K1R3 w - - 7 27",28
"7r/4n1pp/1p1Rp3/1kp3P1/5B2/2P5/PP3P2/2K5 w - - 3 32",218
"7r/4n1pp/1pk1p3/2p3P1/5B2/2P5/PP3P2/2KR4 w - - 1 31",126
"7r/4q1k1/3p2n1/BNpPp1n1/4Pp2/5P1p/PP6/1K3Q1R w - - 0 42",39
"7r/4qnk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2B1QR b - - 5 36",51
"7r/4qnk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2B1QR b - - 9 38",64
"7r/4qnk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2BQ1R w - - 12 40",50
"7r/4qnk1/3p2n1/1NpPp1Pr/4PpR1/5P1p/PP6/1K2BQ1R w - - 8 38",47
"7r/4qnk1/3p2n1/BNpPp1Pr/4PpR1/5P1p/PP6/1K3Q1R b - - 13 40",22
"7r/4qnk1/3p2n1/BNpPp1R1/4Pp2/5P1p/PP6/1K3Q1R b - - 0 41",27
"7r/5B2/5pp1/8/1kpp1P2/6P1/3K4/3N4 b - - 3 42",347
"7r/5p2/3kbNp1/P2p2P1/4p3/2B3K1/5P2/8 b - - 3 66",497
"7r/5pk1/2p3p1/p2bp1P1/P3p1P1/bPP1B3/2B2P2/1K2R3 b - - 2 28",34
"7r/5pk1/2p3p1/p2bp1P1/P3p1P1/bPP1B3/2B2P2/2K1R3 w - - 1 28",35
"7r/6k1/3pqp2/2p1bp2/2P2B2/2P3P1/1Q2RK1P/8 w - - 2 46",597
"7r/6pp/1p2R3/1kpn2P1/5B2/2P5/PP3P2/2K5 w - - 1 33",165
"7r/8/1k6/3p4/1p1P2KP/5RP1/1P1R4/2r5 w - - 7 56",359
"7r/8/1p2nk2/pPp2p2/P1Pp3P/3P1K2/8/2B1R3 w - - 5 35",52
"7r/8/5R1p/1k4p1/6P1/1K5P/5P2/8 w - - 1 50",81
"7r/8/5R1p/1k4p1/6P1/2K4P/5P2/8 b - - 2 50",605
"7r/8/5R1p/2k3p1/6P1/2K4P/5P2/8 w - - 3 51",18
"7r/8/5R1p/2k3p1/6P1/3K3P/5P2/8 b - - 4 51",574
"7r/8/5R1p/3k2p1/6P1/3K3P/5P2/8 w - - 5 52",75
"7r/8/5R1p/3k2p1/6P1/4K2P/5P2/8 b - - 6 52",559
"7r/8/5R1p/4k1p1/6P1/4K2P/5P2/8 w - - 7 53",76
"7r/8/6kP/8/4p3/7R/5PK1/8 w - - 5 62",11
"7r/8/7P/5k2/4p3/6R1/5PK1/8 w - - 3 61",24
"7r/8/8/1k1p3P/1p1P1R2/5KP1/1P3R2/3r4 w - - 7 61",308
"7r/8/8/3p3P/1pkP1RP1/3r1K2/1P5R/8 w - - 3 63",197
